library	Blue_Macia	Cyan_IS12646	Gold_RTx430	Green_Ajabsido	Orange_MotaMaradi	Purple_SRN39	max_allele	max_value	Genotype_sum
BATSC	0.9894495412844037	0.0	0.0	0.01055045871559633	0.0	0.0	Blue	0.9894495412844037	2180
BATSH	0.9782214156079855	0.0	0.0	0.021778584392014518	0.0	0.0	Blue	0.9782214156079855	551
BATSN	0.993844696969697	0.0	0.0	0.00615530303030303	0.0	0.0	Blue	0.993844696969697	6336
BATSO	0.019878706199460916	0.011118598382749326	0.0	0.0	0.9690026954177897	0.0	Orange	0.9690026954177897	2968
BATSP	0.9966447848285923	0.0	0.0	0.0033552151714077317	0.0	0.0	Blue	0.9966447848285923	6855
BATSS	0.9980601357904947	0.0019398642095053346	0.0	0.0	0.0	0.0	Blue	0.9980601357904947	5155
BATST	0.935	0.0	0.0	0.065	0.0	0.0	Blue	0.935	400
BATSU	0.9257206208425721	0.06596452328159645	0.0	0.0	0.008314855875831485	0.0	Blue	0.9257206208425721	1804
BATSW	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1162
BATSX	0.00016823687752355316	0.0	0.0	0.0	0.9998317631224765	0.0	Orange	0.9998317631224765	5944
BATSY	0.9422382671480144	0.0	0.0	0.0	0.05776173285198556	0.0	Blue	0.9422382671480144	2493
BAWWC	0.995485770363101	0.0	0.0	0.004514229636898921	0.0	0.0	Blue	0.995485770363101	5095
BAWWG	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1956
BAWWH	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	489
