library	Blue_Macia	Cyan_IS12646	Gold_RTx430	Green_Ajabsido	Orange_MotaMaradi	Purple_SRN39	max_allele	max_value	Genotype_sum
BAWWN	0.9289821736630247	0.0	0.0	0.01868890166762507	0.0523289246693502	0.0	Blue	0.9289821736630247	3478
BAWWO	0.8635514018691589	0.0	0.0	0.13644859813084112	0.0	0.0	Blue	0.8635514018691589	535
BAWWS	0.9954661935738222	0.0	0.0	0.0045338064261778045	0.0	0.0	Blue	0.9954661935738222	5073
BAWWT	0.9815261044176706	0.0	0.0	0.018473895582329317	0.0	0.0	Blue	0.9815261044176706	1245
BAWWU	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	4966
BAWWW	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	585
BAWWX	0.024390243902439025	0.0	0.975609756097561	0.0	0.0	0.0	Gold	0.975609756097561	82
BAWWY	0.9916488638570596	0.0	0.0	0.0	0.008351136142940377	0.0	Blue	0.9916488638570596	5149
BAWWZ	0.9461663947797716	0.053833605220228384	0.0	0.0	0.0	0.0	Blue	0.9461663947797716	613
BAWXB	0.7749613601236476	0.019165378670788255	0.0	0.02472952086553323	0.18114374034003092	0.0	Blue	0.7749613601236476	3235
BAWXC	0.9992559523809523	0.0	0.0	0.0	0.000744047619047619	0.0	Blue	0.9992559523809523	1344
BAWXG	0.9758860065765437	0.0	0.0	0.016441359152356595	0.0076726342710997444	0.0	Blue	0.9758860065765437	2737
BAWXH	0.9568627450980393	0.0	0.0	0.0	0.043137254901960784	0.0	Blue	0.9568627450980393	510
BAWXN	0.9942980731419583	0.0	0.0	0.004522217852929611	0.0011797090051120724	0.0	Blue	0.9942980731419583	5086
BAWXO	0.9944037051331532	0.0	0.0	0.004438440756464685	0.0011578541103820917	0.0	Blue	0.9944037051331532	5182
BAWXS	0.9941941941941942	0.0	0.0	0.004604604604604604	0.0012012012012012011	0.0	Blue	0.9941941941941942	4995
BWSSY	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5307
CZGCW	0.9890616004605642	0.0	0.0	0.006716561120706199	0.00422183841872961	0.0	Blue	0.9890616004605642	5211
CZGCX	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	2363
CZWYO	0.015097605538994134	0.0	0.0	0.9849023944610059	0.0	0.0	Green	0.9849023944610059	10399
CZWYS	0.43555555555555553	0.0	0.0	0.050793650793650794	0.5136507936507937	0.0	Orange	0.5136507936507937	1575
CZWYT	0.0	0.0	0.0	0.0	1.0	0.0	Orange	1.0	5984
CZWYW	0.4395807644882861	0.0	0.0	0.053329223181257705	0.5070900123304563	0.0	Orange	0.5070900123304563	3244
CZWYX	0.3598583234946871	0.0	0.0	0.6299881936245573	0.010153482880755607	0.0	Green	0.6299881936245573	4235
CZWYY	0.31185884283955684	0.018465326220763235	0.0	0.010668855149774312	0.6590069757899056	0.0	Orange	0.6590069757899056	2437
CZWYZ	0.9983277591973244	0.0016722408026755853	0.0	0.0	0.0	0.0	Blue	0.9983277591973244	2990
CZWZA	0.7874015748031497	0.2125984251968504	0.0	0.0	0.0	0.0	Blue	0.7874015748031497	508
CZWZC	0.9933189231676164	0.0	0.0	0.006681076832383572	0.0	0.0	Blue	0.9933189231676164	5089
CZWZH	0.9487179487179487	0.0	0.0	0.0	0.05128205128205128	0.0	Blue	0.9487179487179487	5265
CZWZP	0.992320057153063	0.0	0.0	0.0	0.007679942846936953	0.0	Blue	0.992320057153063	5599
CZWZS	0.9492671927846674	0.0	0.0	0.0	0.05073280721533258	0.0	Blue	0.9492671927846674	5322
CZWZU	0.1463963963963964	0.8536036036036037	0.0	0.0	0.0	0.0	Cyan	0.8536036036036037	444
CZWZW	0.15	0.85	0.0	0.0	0.0	0.0	Cyan	0.85	500
CZWZX	0.16666666666666666	0.7367424242424242	0.0	0.09659090909090909	0.0	0.0	Cyan	0.7367424242424242	528
CZWZY	0.9962001266624446	0.0	0.0	0.0	0.0037998733375554147	0.0	Blue	0.9962001266624446	3158
CZWZZ	0.06046511627906977	0.9395348837209302	0.0	0.0	0.0	0.0	Cyan	0.9395348837209302	430
CZXAA	0.8310502283105022	0.1689497716894977	0.0	0.0	0.0	0.0	Blue	0.8310502283105022	438
CZXAB	0.0665024630541872	0.9334975369458128	0.0	0.0	0.0	0.0	Cyan	0.9334975369458128	406
CZXAC	0.7560975609756098	0.23983739837398374	0.0	0.0	0.0	0.0040650406504065045	Blue	0.7560975609756098	492
CZXAG	0.7927710843373494	0.20722891566265061	0.0	0.0	0.0	0.0	Blue	0.7927710843373494	415
CZXAN	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	6279
CZXAS	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	2343
CZXAT	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	542
CZXAU	0.6301969365426696	0.36980306345733044	0.0	0.0	0.0	0.0	Blue	0.6301969365426696	457
CZXAX	0.44644491913335366	0.0	0.0	0.05401281660054928	0.49954226426609705	0.0	Orange	0.49954226426609705	3277
CZXAZ	0.7240083507306889	0.049686847599164925	0.0	0.22129436325678498	0.005010438413361169	0.0	Blue	0.7240083507306889	2395
CZXBA	0.9979201331114809	0.0	0.0	0.0020798668885191347	0.0	0.0	Blue	0.9979201331114809	4808
CZXBB	0.0	0.0	0.0	0.0	0.0	1.0	Purple	1.0	74
CZXBG	0.5012510425354462	0.0	0.0	0.008340283569641367	0.49040867389491244	0.0	Blue	0.5012510425354462	1199
CZXBH	0.0	0.0	0.0	0.006353452599899682	0.9936465474001003	0.0	Orange	0.9936465474001003	5981
CZXBN	0.0	0.0	0.0	0.0038545332662979722	0.9961454667337021	0.0	Orange	0.9961454667337021	5967
CZXBO	0.8645833333333334	0.0	0.0	0.0356359649122807	0.09978070175438597	0.0	Blue	0.8645833333333334	1824
CZXBP	0.5012510425354462	0.0	0.0	0.008340283569641367	0.49040867389491244	0.0	Blue	0.5012510425354462	1199
CZXBT	0.0	0.0	0.0	0.0	1.0	0.0	Orange	1.0	5943
CZXBU	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	760
CZXBX	0.16414686825053995	0.8358531317494601	0.0	0.0	0.0	0.0	Cyan	0.8358531317494601	463
CZXBZ	0.7146464646464646	0.28535353535353536	0.0	0.0	0.0	0.0	Blue	0.7146464646464646	396
CZXCB	0.9921465968586387	0.0	0.0	0.007853403141361256	0.0	0.0	Blue	0.9921465968586387	764
CZXCG	0.2822878228782288	0.7177121771217713	0.0	0.0	0.0	0.0	Cyan	0.7177121771217713	542
CZXCN	0.19574468085106383	0.8042553191489362	0.0	0.0	0.0	0.0	Cyan	0.8042553191489362	470
CZXCO	0.7846481876332623	0.21535181236673773	0.0	0.0	0.0	0.0	Blue	0.7846481876332623	469
CZXCP	0.5317149569303053	0.0	0.0	0.007830853563038372	0.46045418950665623	0.0	Blue	0.5317149569303053	1277
CZXCS	0.35664335664335667	0.0	0.0	0.6333333333333333	0.010023310023310023	0.0	Green	0.6333333333333333	4290
CZXCT	0.35824123017779913	0.0	0.0	0.6314271984622778	0.010331571359923113	0.0	Green	0.6314271984622778	4162
CZXCU	0.3555291319857313	0.0	0.0	0.6342449464922711	0.010225921521997621	0.0	Green	0.6342449464922711	4205
CZXCW	0.9664804469273743	0.0	0.0	0.0335195530726257	0.0	0.0	Blue	0.9664804469273743	5549
CZXCX	0.3561416013304823	0.0	0.0	0.6336421952957947	0.010216203373722975	0.0	Green	0.6336421952957947	4209
CZXCZ	0.1524822695035461	0.7535460992907801	0.0	0.09397163120567376	0.0	0.0	Cyan	0.7535460992907801	564
CZXGA	0.2661908538197198	0.0	0.0	0.7094898228918848	0.024319323288395454	0.0	Green	0.7094898228918848	3783
CZXGC	0.8089990817263545	0.19100091827364554	0.0	0.0	0.0	0.0	Blue	0.8089990817263545	1089
CZXGG	0.7301587301587301	0.2698412698412698	0.0	0.0	0.0	0.0	Blue	0.7301587301587301	504
CZXGN	0.17782426778242677	0.8221757322175732	0.0	0.0	0.0	0.0	Cyan	0.8221757322175732	478
CZXGO	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	430
CZXGT	0.9480014803849001	0.0	0.0	0.0003700962250185048	0.05162842339008142	0.0	Blue	0.9480014803849001	5404
CZXGW	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	6166
CZXGZ	0.5854984894259819	0.03746223564954683	0.0	0.04833836858006042	0.3287009063444109	0.0	Blue	0.5854984894259819	1655
CZXHC	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	466
CZXHH	0.9478260869565217	0.0	0.0	0.03246376811594203	0.01971014492753623	0.0	Blue	0.9478260869565217	1725
GAHGZ	0.3300653594771242	0.0	0.0	0.008169934640522876	0.6617647058823529	0.0	Orange	0.6617647058823529	612
GAHHX	0.43555555555555553	0.0	0.0	0.050793650793650794	0.5136507936507937	0.0	Orange	0.5136507936507937	1575
GOUOB	0.0022271714922048997	0.0	0.0	0.0	0.9977728285077951	0.0	Orange	0.9977728285077951	2694
GOUOC	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	2363
GOUOG	0.6820929027801761	0.0	0.0012087722327749958	0.0	0.31669832498704886	0.0	Blue	0.6820929027801761	5791
GOUOP	0.07841468028755202	0.005769958380628075	0.0	0.23429814604615967	0.6815172152856602	0.0	Orange	0.6815172152856602	10572
GOUOS	0.6985117618819011	0.057129140662506	0.0	0.2443590974555929	0.0	0.0	Blue	0.6985117618819011	2083
GOUOT	0.985249621785174	0.0	0.0	0.014750378214826021	0.0	0.0	Blue	0.985249621785174	2644
GOUOU	0.9955313775014571	0.0	0.0	0.004468622498542841	0.0	0.0	Blue	0.9955313775014571	5147
GOUOW	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5206
GOUOZ	0.9821002386634845	0.0	0.0	0.017899761336515514	0.0	0.0	Blue	0.9821002386634845	838
GOUPB	0.32679738562091504	0.0	0.0	0.6397058823529411	0.03349673202614379	0.0	Green	0.6397058823529411	1224
GOUPC	0.18605577689243027	0.0	0.0	0.8139442231075698	0.0	0.0	Green	0.8139442231075698	5020
GOUPG	0.8967254408060453	0.0	0.0	0.0	0.10327455919395466	0.0	Blue	0.8967254408060453	397
GOUPH	0.06860571279509586	0.008869179600886918	0.0	0.0011738620059997392	0.9213512455980175	0.0	Orange	0.9213512455980175	7667
GOUPN	0.35592469545957917	0.04673311184939092	0.0	0.5878183831672203	0.009523809523809525	0.0	Green	0.5878183831672203	4515
GOUPO	0.17142857142857143	0.8285714285714286	0.0	0.0	0.0	0.0	Cyan	0.8285714285714286	490
GOUPP	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5817
GOUPS	0.9477752639517345	0.0	0.0	0.0	0.05222473604826546	0.0	Blue	0.9477752639517345	5304
GOUPT	0.9497019374068555	0.0	0.0	0.0	0.05029806259314456	0.0	Blue	0.9497019374068555	5368
GOXXA	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	570
GPYHZ	0.9955086897090412	0.0	0.0	0.004491310290958797	0.0	0.0	Blue	0.9955086897090412	5121
IDMK	0.8326271186440678	0.15423728813559323	0.0	0.013135593220338982	0.0	0.0	Blue	0.8326271186440678	2360
IDML	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5678
IDMM	0.9863297431648715	0.013670256835128418	0.0	0.0	0.0	0.0	Blue	0.9863297431648715	2414
IDMN	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1260
IDTY	0.9597855227882037	0.0	0.0	0.040214477211796246	0.0	0.0	Blue	0.9597855227882037	373
IDUP	0.5804020100502513	0.0	0.0	0.0	0.41959798994974873	0.0	Blue	0.5804020100502513	398
IDUX	0.6228990087631088	0.0	0.0	0.36891251257003305	0.00818847866685821	0.0	Blue	0.6228990087631088	6961
IDUY	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	2285
IDWB	0.8620111731843575	0.0	0.0	0.036312849162011177	0.10167597765363129	0.0	Blue	0.8620111731843575	1790
IDWC	0.0	0.0	0.0	0.0	1.0	0.0	Orange	1.0	6061
IDWD	0.5859987929993965	0.03741701870850935	0.0	0.04828002414001207	0.3283041641520821	0.0	Blue	0.5859987929993965	1657
IDWE	0.9855349925547756	0.0	0.0	0.0	0.01446500744522442	0.0	Blue	0.9855349925547756	4701
IDWF	0.057971014492753624	0.0	0.0	0.0	0.19806763285024154	0.7439613526570048	Purple	0.7439613526570048	207
IDWG	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	2278
IDWI	0.9158576051779935	0.0	0.0	0.009708737864077669	0.0744336569579288	0.0	Blue	0.9158576051779935	309
IDWJ	0.9954337899543378	0.0	0.0	0.0045662100456621	0.0	0.0	Blue	0.9954337899543378	438
IDWK	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	414
IDWL	0.991614706514728	0.0	0.0	0.008385293485271984	0.0	0.0	Blue	0.991614706514728	4651
IDWM	0.9959183673469387	0.0	0.0	0.0	0.004081632653061225	0.0	Blue	0.9959183673469387	490
IDWN	0.9816812189693546	0.0	0.0	0.00667693888032871	0.011641842150316727	0.0	Blue	0.9816812189693546	5841
IDWP	0.0	0.0	0.0	0.0	0.0	1.0	Purple	1.0	94
IDWQ	0.17683881064162754	0.018779342723004695	0.0	0.6794470526864893	0.12493479394887845	0.0	Green	0.6794470526864893	3834
IDWR	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	6327
IDWT	0.00034002040122407346	0.0	0.0	0.0	0.999659979598776	0.0	Orange	0.999659979598776	5882
IDWU	0.9486887115165337	0.0	0.0	0.0	0.05131128848346636	0.0	Blue	0.9486887115165337	5262
IDWW	0.9423631123919308	0.0	0.0	0.0	0.05763688760806916	0.0	Blue	0.9423631123919308	1388
IDWX	0.8678097345132744	0.0	0.0	0.03152654867256637	0.1006637168141593	0.0	Blue	0.8678097345132744	1808
IDXC	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1289
IDXE	0.700374531835206	0.0	0.299625468164794	0.0	0.0	0.0	Blue	0.700374531835206	267
IDXU	0.9992325402916347	0.0	0.0	0.0	0.0007674597083653108	0.0	Blue	0.9992325402916347	1303
IDYG	0.9903660886319846	0.0	0.0	0.009633911368015413	0.0	0.0	Blue	0.9903660886319846	519
IDYI	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	548
IDYK	0.99812734082397	0.0	0.0	0.0018726591760299626	0.0	0.0	Blue	0.99812734082397	534
IDYM	0.9911288919812141	0.0	0.0	0.008871108018785876	0.0	0.0	Blue	0.9911288919812141	5749
IDYP	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1893
IDYQ	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5180
IDYU	0.8338940285954584	0.15306980656013458	0.0	0.013036164844407064	0.0	0.0	Blue	0.8338940285954584	2378
IDZN	0.979108635097493	0.0	0.0	0.020891364902506964	0.0	0.0	Blue	0.979108635097493	718
IDZP	0.0	0.0	0.0	0.0	1.0	0.0	Orange	1.0	4835
IDZX	0.050851641569982724	0.0	0.0	0.5963959516168847	0.3527524068131326	0.0	Green	0.5963959516168847	4051
IEAT	0.0	0.0	0.0	0.0	1.0	0.0	Orange	1.0	2501
IEAZ	0.4944295044179793	0.0	0.0	0.5055704955820207	0.0	0.0	Green	0.5055704955820207	5206
IEBE	0.0016678112430099088	0.0	0.0	0.9983321887569901	0.0	0.0	Green	0.9983321887569901	10193
IEBN	0.0	0.0	0.0	0.0	1.0	0.0	Orange	1.0	5860
IEBU	0.9861861861861861	0.0	0.0	0.013813813813813814	0.0	0.0	Blue	0.9861861861861861	1665
IEBX	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	520
IECN	0.9954137587238285	0.0	0.0	0.0045862412761714854	0.0	0.0	Blue	0.9954137587238285	5015
IECZ	0.2656042496679947	0.0	0.0	0.7131474103585658	0.021248339973439574	0.0	Green	0.7131474103585658	3765
IEDF	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1181
IFDN	0.1301034295046271	0.0	0.0	0.016875340228633642	0.8530212302667393	0.0	Orange	0.8530212302667393	1837
IFDP	0.03385930309007232	0.0	0.0	0.013149243918474688	0.9529914529914529	0.0	Orange	0.9529914529914529	3042
IFDQ	0.8268871699119765	0.031741797812750064	0.0	0.13416911176313684	0.00720192051213657	0.0	Blue	0.8268871699119765	3749
IFDR	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1275
IFDT	0.8246196403872752	0.032918395573997235	0.0	0.13914246196403873	0.0033195020746887966	0.0	Blue	0.8246196403872752	3615
IFDU	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	542
IFDW	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	544
IFDX	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1288
IFDY	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1302
IFDZ	0.9865030674846625	0.013496932515337423	0.0	0.0	0.0	0.0	Blue	0.9865030674846625	2445
IFEA	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	6458
IFEB	0.9738235739143593	0.02541988197911938	0.0	0.0007565441065214102	0.0	0.0	Blue	0.9738235739143593	6609
IFEC	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5144
IFED	0.8804990151017729	0.010177281680892974	0.0	0.013131976362442548	0.09619172685489166	0.0	Blue	0.8804990151017729	6092
IFEE	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	822
IFEF	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5618
IFEG	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5050
IFEH	0.4072524407252441	0.592747559274756	0.0	0.0	0.0	0.0	Cyan	0.592747559274756	717
IFEI	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5187
IFEJ	0.0044411547002220575	0.0	0.0	0.0	0.9955588452997779	0.0	Orange	0.9955588452997779	2702
IFEK	0.0051813471502590676	0.0	0.0	0.0	0.9948186528497409	0.0	Orange	0.9948186528497409	2702
IFEL	0.18599428338097182	0.01837484687627603	0.0	0.7931808901592486	0.002449979583503471	0.0	Green	0.7931808901592486	4898
IFEM	0.5755102040816327	0.036151603498542274	0.0	0.04664723032069971	0.34169096209912536	0.0	Blue	0.5755102040816327	1715
IFEN	0.5730205278592375	0.03636363636363636	0.0	0.0469208211143695	0.3436950146627566	0.0	Blue	0.5730205278592375	1705
IFEP	0.5755102040816327	0.036151603498542274	0.0	0.04664723032069971	0.34169096209912536	0.0	Blue	0.5755102040816327	1715
IFEQ	0.7679180887372014	0.23208191126279865	0.0	0.0	0.0	0.0	Blue	0.7679180887372014	586
IFER	0.7806122448979592	0.2193877551020408	0.0	0.0	0.0	0.0	Blue	0.7806122448979592	392
IFES	0.2128060263653484	0.7853107344632768	0.0	0.0018832391713747645	0.0	0.0	Cyan	0.7853107344632768	531
IFET	0.4182922929325232	0.0	0.0	0.06779661016949153	0.5139110968979853	0.0	Orange	0.5139110968979853	3127
IFEU	0.5662921348314607	0.2151685393258427	0.0	0.0449438202247191	0.17359550561797754	0.0	Blue	0.5662921348314607	1780
IFEW	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	4943
IFEX	0.9924026590693258	0.0	0.0	0.007597340930674264	0.0	0.0	Blue	0.9924026590693258	5265
IFEY	0.9911663216011042	0.0	0.0	0.00676328502415459	0.002070393374741201	0.0	Blue	0.9911663216011042	7245
IFEZ	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5191
IFFA	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5138
IFFB	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5844
IFFC	0.9994040524433849	0.0	0.0	0.0005959475566150178	0.0	0.0	Blue	0.9994040524433849	5034
IFFD	0.12875536480686695	0.871244635193133	0.0	0.0	0.0	0.0	Cyan	0.871244635193133	466
IFFE	0.9801390268123138	0.012512413108242304	0.0	0.007348560079443893	0.0	0.0	Blue	0.9801390268123138	5035
IFFF	0.5456486919380673	0.0	0.0	0.15323011211959423	0.3011211959423385	0.0	Blue	0.5456486919380673	1873
IFFG	0.17787592852840794	0.03392892993374824	0.0	0.7857859867496486	0.0024091547881951417	0.0	Green	0.7857859867496486	4981
IFFH	0.2018348623853211	0.7798165137614679	0.0	0.01834862385321101	0.0	0.0	Cyan	0.7798165137614679	545
IFFI	0.20488721804511278	0.7951127819548872	0.0	0.0	0.0	0.0	Cyan	0.7951127819548872	532
IFFJ	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5640
IFFK	0.29174543163201005	0.0	0.0	0.70825456836799	0.0	0.0	Green	0.70825456836799	14283
IFFL	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	6030
IFFM	0.6163366336633663	0.37376237623762376	0.0	0.009900990099009901	0.0	0.0	Blue	0.6163366336633663	808
IFFN	0.2849278381193275	0.04433864008332093	0.0	0.6643356643356644	0.006397857461687249	0.0	Green	0.6643356643356644	6721
IFFP	0.27448666509322633	0.0859098418692471	0.0	0.629454802926599	0.010148690110927543	0.0	Green	0.629454802926599	4237
IFFQ	0.9166521663476597	0.0	0.0	0.007308160779537149	0.07603967287280321	0.0	Blue	0.9166521663476597	5747
IFFR	0.4893889498719356	0.0	0.0	0.5106110501280644	0.0	0.0	Green	0.5106110501280644	5466
IFFS	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5170
IFFT	0.9839984939759037	0.0	0.0	0.016001506024096387	0.0	0.0	Blue	0.9839984939759037	5312
IFFU	0.6759860209685472	0.05941088367448827	0.0	0.2511233150274588	0.01347978032950574	0.0	Blue	0.6759860209685472	2003
IFFW	0.9976798143851509	0.002320185614849188	0.0	0.0	0.0	0.0	Blue	0.9976798143851509	431
IFFX	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5184
IFFZ	0.9858058608058609	0.0	0.0	0.014194139194139194	0.0	0.0	Blue	0.9858058608058609	2184
IFGA	0.0	0.0	0.0	0.0	1.0	0.0	Orange	1.0	2773
IFGB	0.9750374438342486	0.0	0.0	0.02496255616575137	0.0	0.0	Blue	0.9750374438342486	6009
IFGC	0.7875917594127397	0.028179019654274214	0.0	0.18020364669666114	0.004025574236324887	0.0	Blue	0.7875917594127397	4223
IFGD	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1392
IFGE	0.9331084879145587	0.06689151208544127	0.0	0.0	0.0	0.0	Blue	0.9331084879145587	1779
IFGF	0.9572564612326043	0.032803180914512925	0.0	0.009940357852882704	0.0	0.0	Blue	0.9572564612326043	1006
IFGG	0.5385304659498208	0.0	0.0	0.0	0.4614695340501792	0.0	Blue	0.5385304659498208	1116
IFGI	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5664
IFGJ	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	821
IFGK	0.9986661585365854	0.0	0.0	0.0	0.0013338414634146342	0.0	Blue	0.9986661585365854	5248
IFGL	0.7008722421754746	0.061056952283222166	0.0	0.2319138019497178	0.0061570035915854285	0.0	Blue	0.7008722421754746	1949
IFGM	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	588
IFGN	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	439
IFGP	0.9944779982743744	0.0	0.0	0.003968938740293356	0.0015530629853321828	0.0	Blue	0.9944779982743744	5795
IFGQ	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1296
IFGR	0.9873015873015873	0.0	0.0	0.011194653299916459	0.0015037593984962407	0.0	Blue	0.9873015873015873	5985
IFGT	0.9974450689831375	0.0	0.0	0.0025549310168625446	0.0	0.0	Blue	0.9974450689831375	1957
IFGU	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	1429
IFGW	0.17252931323283083	0.0	0.0	0.09798994974874371	0.7294807370184254	0.0	Orange	0.7294807370184254	1194
IFGX	0.12264150943396226	0.0	0.0	0.14150943396226415	0.0	0.7358490566037735	Purple	0.7358490566037735	106
IFGY	0.09343434343434344	0.0	0.0	0.6944444444444444	0.21186868686868687	0.0002525252525252525	Green	0.6944444444444444	3960
IFGZ	0.18621738028882695	0.018241702558905497	0.0	0.7045857613377249	0.09095515581454269	0.0	Green	0.7045857613377249	3947
IFHA	0.9705882352941176	0.0	0.0	0.029411764705882353	0.0	0.0	Blue	0.9705882352941176	782
IFHB	0.970550576184379	0.0	0.0	0.029449423815621	0.0	0.0	Blue	0.970550576184379	781
IFHC	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	756
IFHD	0.9880551816958277	0.0	0.0	0.011944818304172275	0.0	0.0	Blue	0.9880551816958277	5944
IFHE	0.6420047732696897	0.35799522673031026	0.0	0.0	0.0	0.0	Blue	0.6420047732696897	419
IFHF	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5657
IFHG	0.23925325472856793	0.08941292065831491	0.0	0.6607713092606239	0.010562515352493244	0.0	Green	0.6607713092606239	4071
IFHH	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	417
IFHI	0.8330550918196995	0.0	0.0	0.1669449081803005	0.0	0.0	Blue	0.8330550918196995	599
IFHJ	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5341
IFHK	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	2970
IFHL	0.835987946620749	0.15066724063710718	0.0	0.01334481274214378	0.0	0.0	Blue	0.835987946620749	2323
IFHM	0.9683860232945092	0.0	0.0	0.03161397670549085	0.0	0.0	Blue	0.9683860232945092	601
IFIS	0.9796910755148741	0.008724256292906178	0.0	0.0015732265446224256	0.010011441647597255	0.0	Blue	0.9796910755148741	6992
IFIT	0.9134107708553326	0.0	0.0	0.03167898627243928	0.054910242872228086	0.0	Blue	0.9134107708553326	947
IFIU	0.8864292589027911	0.03849855630413859	0.0	0.03946102021174206	0.0356111645813282	0.0	Blue	0.8864292589027911	1039
IFIW	0.943796394485684	0.0	0.0	0.051961823966065745	0.0042417815482502655	0.0	Blue	0.943796394485684	943
IFIX	0.7264189465087791	0.048591261739485504	0.0	0.21396488362596977	0.011024908125765618	0.0	Blue	0.7264189465087791	2449
IFIY	0.8610286844708209	0.016320474777448073	0.0	0.032640949554896145	0.09000989119683482	0.0	Blue	0.8610286844708209	2022
IFIZ	0.9857972885732731	0.0	0.0	0.010329244673983214	0.003873466752743706	0.0	Blue	0.9857972885732731	1549
IFJA	0.9521410579345088	0.0006297229219143577	0.0	0.031486146095717885	0.015743073047858942	0.0	Blue	0.9521410579345088	1588
IFJB	0.9894344313238036	0.0	0.0	0.010565568676196395	0.0	0.0	Blue	0.9894344313238036	1609
IFJC	0.9663865546218487	0.0144318597004019	0.0	0.014249177932042383	0.004932407745706979	0.0	Blue	0.9663865546218487	5474
IFJD	0.9789613343442002	0.005496588324488249	0.0	0.0003790750568612585	0.015163002274450341	0.0	Blue	0.9789613343442002	5276
IFJE	0.9996327579875137	0.0	0.0	0.0003672420124862284	0.0	0.0	Blue	0.9996327579875137	5446
IFJF	1.0	0.0	0.0	0.0	0.0	0.0	Blue	1.0	5462
IFJG	0.989125368960696	0.0029516855678110923	0.0	0.0043498524157216095	0.0034177411837812647	0.00015535187199005747	Blue	0.989125368960696	6437
IFJH	0.717208182912154	0.16365824308062576	0.0	0.04332129963898917	0.07340553549939831	0.0024067388688327317	Blue	0.717208182912154	831
IFJJ	0.48166501486620417	0.42120911793855303	0.0	0.0753221010901883	0.02180376610505451	0.0	Blue	0.48166501486620417	1009
IFJK	0.9032258064516129	0.0	0.0	0.056100981767180924	0.04067321178120617	0.0	Blue	0.9032258064516129	1426
